objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
pics01,pics01.jpg,,"Marching for independence","Information and Broadcasting",19900321,"Independence Stadium",Namibia; independence; Colonialism,"Windhoek",-22.725562,17.009633,"DNA Collection, NUST Library",,Image;StillImage,image/jpeg,eng,"National Archives of Namibia",http://dna.nust.na/copyright.html
